order_id,order_date,customer_id,product_id,quantity,discount,channel,revenue,cost,profit,product_name,category,unit_cost,unit_price,customer_name,region,customer_segment,profit_margin_pct,avg_order_value,year,month,month_name,year_month
ORD01044,2022-01-18,C0106,P009,1,0.05,Retail,235.85,128.65,107.2,Sofa,Furniture,128.65,248.26,Rohan Patel,North,Individual,45.45,235.85,2022,1,Jan,2022-01
ORD00264,2022-01-18,C0331,P013,4,0.0,Direct Sales,1684.96,751.48,933.48,T-Shirt,Clothing,187.87,421.24,Aarav Das,East,SMB,55.4,421.24,2022,1,Jan,2022-01
ORD04374,2022-01-19,C0474,P005,2,0.15,Online,893.27,488.86,404.41,Smartwatch,Electronics,244.43,525.45,Ananya Das,South,Individual,45.27,446.635,2022,1,Jan,2022-01
ORD01948,2022-01-19,C0234,P016,1,0.05,Retail,352.97,246.94,106.03,Coffee Beans,Food & Bev,246.94,371.55,Riya Chopra,East,SMB,30.04,352.97,2022,1,Jan,2022-01
ORD04006,2022-01-19,C0436,P002,1,0.05,Retail,566.57,295.48,271.09,Smartphone,Electronics,295.48,596.39,Sneha Kumar,South,SMB,47.85,566.57,2022,1,Jan,2022-01
ORD02293,2022-01-19,C0032,P018,3,0.0,Online,2632.83,1159.8,1473.03,Protein Bar,Food & Bev,386.6,877.61,Meera Verma,Central,SMB,55.95,877.61,2022,1,Jan,2022-01
ORD04379,2022-01-20,C0337,P003,2,0.05,Online,200.2,141.7,58.5,Tablet,Electronics,70.85,105.37,Pooja Patel,North,Individual,29.22,100.1,2022,1,Jan,2022-01
ORD04437,2022-01-21,C0309,P002,1,0.05,Retail,566.57,295.48,271.09,Smartphone,Electronics,295.48,596.39,Nisha Iyer,South,Individual,47.85,566.57,2022,1,Jan,2022-01
ORD02433,2022-01-21,C0024,P003,4,0.15,Online,358.26,283.4,74.86,Tablet,Electronics,70.85,105.37,Ananya Mehta,South,Enterprise,20.9,89.565,2022,1,Jan,2022-01
ORD01791,2022-01-21,C0099,P015,2,0.15,Online,555.54,482.08,73.46,Hoodie,Clothing,241.04,326.79,Vikram Reddy,North,Individual,13.22,277.77,2022,1,Jan,2022-01
ORD03566,2022-01-21,C0296,P017,1,0.0,Online,86.26,35.37,50.89,Energy Drink,Food & Bev,35.37,86.26,Rahul Sharma,South,SMB,59.0,86.26,2022,1,Jan,2022-01
ORD01771,2022-01-22,C0233,P006,2,0.2,Retail,71.07,36.06,35.01,Office Chair,Furniture,18.03,44.42,Arjun Patel,West,SMB,49.26,35.535,2022,1,Jan,2022-01
ORD04277,2022-01-22,C0034,P015,2,0.1,Online,588.22,482.08,106.14,Hoodie,Clothing,241.04,326.79,Aarav Nair,Central,SMB,18.04,294.11,2022,1,Jan,2022-01
ORD02369,2022-01-22,C0207,P012,1,0.15,Direct Sales,183.27,123.94,59.33,Sneakers,Clothing,123.94,215.61,Pooja Chopra,East,SMB,32.37,183.27,2022,1,Jan,2022-01
ORD04848,2022-01-22,C0349,P010,2,0.2,Wholesale,470.99,356.92,114.07,Lamp,Furniture,178.46,294.37,Riya Verma,East,Individual,24.22,235.495,2022,1,Jan,2022-01
ORD04158,2022-01-22,C0422,P006,4,0.05,Online,168.8,72.12,96.68,Office Chair,Furniture,18.03,44.42,Ananya Rao,West,Individual,57.27,42.2,2022,1,Jan,2022-01
ORD03669,2022-01-22,C0213,P013,4,0.05,Direct Sales,1600.71,751.48,849.23,T-Shirt,Clothing,187.87,421.24,Siddharth Joshi,South,Individual,53.05,400.1775,2022,1,Jan,2022-01
ORD03914,2022-01-23,C0175,P006,2,0.0,Online,88.84,36.06,52.78,Office Chair,Furniture,18.03,44.42,Anjali Chopra,North,SMB,59.41,44.42,2022,1,Jan,2022-01
ORD03195,2022-01-23,C0189,P008,2,0.0,Online,245.98,161.82,84.16,Bookshelf,Furniture,80.91,122.99,Aarav Kumar,East,SMB,34.21,122.99,2022,1,Jan,2022-01
ORD02877,2022-01-23,C0047,P017,1,0.1,Online,77.63,35.37,42.26,Energy Drink,Food & Bev,35.37,86.26,Priya Verma,North,SMB,54.44,77.63,2022,1,Jan,2022-01
ORD01718,2022-01-23,C0423,P015,1,0.0,Direct Sales,326.79,241.04,85.75,Hoodie,Clothing,241.04,326.79,Priya Malhotra,West,SMB,26.24,326.79,2022,1,Jan,2022-01
ORD00152,2022-01-23,C0354,P006,1,0.1,Wholesale,39.98,18.03,21.95,Office Chair,Furniture,18.03,44.42,Anjali Kumar,North,Individual,54.9,39.98,2022,1,Jan,2022-01
ORD04670,2022-01-23,C0184,P007,5,0.1,Online,2341.44,1673.25,668.19,Standing Desk,Furniture,334.65,520.32,Siddharth Iyer,North,Individual,28.54,468.288,2022,1,Jan,2022-01
ORD02723,2022-01-23,C0025,P011,2,0.05,Online,693.16,497.24,195.92,Jacket,Clothing,248.62,364.82,Priya Nair,West,Individual,28.26,346.58,2022,1,Jan,2022-01
ORD02404,2022-01-23,C0360,P009,1,0.0,Online,248.26,128.65,119.61,Sofa,Furniture,128.65,248.26,Arjun Verma,South,Enterprise,48.18,248.26,2022,1,Jan,2022-01
ORD04204,2022-01-24,C0165,P016,2,0.0,Online,743.1,493.88,249.22,Coffee Beans,Food & Bev,246.94,371.55,Anjali Gupta,East,Individual,33.54,371.55,2022,1,Jan,2022-01
ORD03584,2022-01-24,C0018,P015,3,0.0,Retail,980.37,723.12,257.25,Hoodie,Clothing,241.04,326.79,Riya Gupta,West,Individual,26.24,326.79,2022,1,Jan,2022-01
ORD02241,2022-01-24,C0353,P006,3,0.15,Online,113.27,54.09,59.18,Office Chair,Furniture,18.03,44.42,Pooja Rao,North,Individual,52.25,37.75666666666667,2022,1,Jan,2022-01
ORD04501,2022-01-24,C0323,P014,2,0.0,Direct Sales,336.9,175.74,161.16,Jeans,Clothing,87.87,168.45,Anjali Chopra,West,SMB,47.84,168.45,2022,1,Jan,2022-01
ORD03818,2022-01-24,C0246,P002,1,0.05,Wholesale,566.57,295.48,271.09,Smartphone,Electronics,295.48,596.39,Vikram Bose,North,Individual,47.85,566.57,2022,1,Jan,2022-01
ORD03939,2022-01-24,C0029,P015,5,0.05,Wholesale,1552.25,1205.2,347.05,Hoodie,Clothing,241.04,326.79,Arjun Iyer,South,Individual,22.36,310.45,2022,1,Jan,2022-01
ORD00058,2022-01-24,C0124,P001,3,0.05,Direct Sales,1085.68,468.21,617.47,Laptop,Electronics,156.07,380.94,Meera Rao,South,Individual,56.87,361.8933333333334,2022,1,Jan,2022-01
ORD01984,2022-01-25,C0003,P011,1,0.1,Retail,328.34,248.62,79.72,Jacket,Clothing,248.62,364.82,Priya Das,East,SMB,24.28,328.34,2022,1,Jan,2022-01
ORD03069,2022-01-25,C0222,P001,1,0.0,Retail,380.94,156.07,224.87,Laptop,Electronics,156.07,380.94,Pooja Kumar,North,Individual,59.03,380.94,2022,1,Jan,2022-01
ORD00236,2022-01-25,C0245,P007,1,0.05,Direct Sales,494.3,334.65,159.65,Standing Desk,Furniture,334.65,520.32,Nisha Singh,South,Individual,32.3,494.3,2022,1,Jan,2022-01
ORD01180,2022-01-26,C0184,P006,1,0.0,Online,44.42,18.03,26.39,Office Chair,Furniture,18.03,44.42,Siddharth Iyer,North,Individual,59.41,44.42,2022,1,Jan,2022-01
ORD01910,2022-01-26,C0047,P006,4,0.0,Direct Sales,177.68,72.12,105.56,Office Chair,Furniture,18.03,44.42,Priya Verma,North,SMB,59.41,44.42,2022,1,Jan,2022-01
ORD04938,2022-01-26,C0190,P001,1,0.15,Online,323.8,156.07,167.73,Laptop,Electronics,156.07,380.94,Priya Sharma,East,Individual,51.8,323.8,2022,1,Jan,2022-01
ORD03243,2022-01-26,C0459,P011,3,0.0,Online,1094.46,745.86,348.6,Jacket,Clothing,248.62,364.82,Siddharth Kumar,Central,Enterprise,31.85,364.82,2022,1,Jan,2022-01
ORD00737,2022-01-26,C0269,P002,1,0.0,Online,596.39,295.48,300.91,Smartphone,Electronics,295.48,596.39,Aarav Singh,South,Enterprise,50.46,596.39,2022,1,Jan,2022-01
ORD02914,2022-01-27,C0089,P004,2,0.0,Online,152.76,65.3,87.46,Headphones,Electronics,32.65,76.38,Sneha Chopra,Central,SMB,57.25,76.38,2022,1,Jan,2022-01
ORD02884,2022-01-27,C0380,P011,2,0.1,Online,656.68,497.24,159.44,Jacket,Clothing,248.62,364.82,Anjali Gupta,West,SMB,24.28,328.34,2022,1,Jan,2022-01
ORD02004,2022-01-27,C0012,P008,1,0.1,Retail,110.69,80.91,29.78,Bookshelf,Furniture,80.91,122.99,Karan Gupta,West,Individual,26.9,110.69,2022,1,Jan,2022-01
ORD01200,2022-01-27,C0318,P020,1,0.0,Retail,506.13,276.85,229.28,Juice,Food & Bev,276.85,506.13,Meera Gupta,South,Individual,45.3,506.13,2022,1,Jan,2022-01
ORD01152,2022-01-27,C0300,P015,1,0.05,Retail,310.45,241.04,69.41,Hoodie,Clothing,241.04,326.79,Priya Chopra,North,Individual,22.36,310.45,2022,1,Jan,2022-01
ORD00229,2022-01-28,C0237,P012,1,0.1,Direct Sales,194.05,123.94,70.11,Sneakers,Clothing,123.94,215.61,Nisha Verma,East,Enterprise,36.13,194.05,2022,1,Jan,2022-01
ORD03213,2022-01-28,C0219,P018,1,0.0,Online,877.61,386.6,491.01,Protein Bar,Food & Bev,386.6,877.61,Siddharth Sharma,East,SMB,55.95,877.61,2022,1,Jan,2022-01
ORD02516,2022-01-29,C0349,P016,5,0.05,Direct Sales,1764.86,1234.7,530.16,Coffee Beans,Food & Bev,246.94,371.55,Riya Verma,East,Individual,30.04,352.972,2022,1,Jan,2022-01
ORD01664,2022-01-29,C0002,P006,1,0.0,Direct Sales,44.42,18.03,26.39,Office Chair,Furniture,18.03,44.42,Riya Sharma,South,Individual,59.41,44.42,2022,1,Jan,2022-01
ORD00170,2022-01-29,C0217,P019,1,0.0,Retail,182.54,128.8,53.74,Tea Pack,Food & Bev,128.8,182.54,Meera Kumar,North,SMB,29.44,182.54,2022,1,Jan,2022-01
ORD04299,2022-01-29,C0043,P002,1,0.0,Online,596.39,295.48,300.91,Smartphone,Electronics,295.48,596.39,Meera Iyer,North,Enterprise,50.46,596.39,2022,1,Jan,2022-01
ORD04251,2022-01-29,C0052,P014,2,0.05,Online,320.05,175.74,144.31,Jeans,Clothing,87.87,168.45,Karan Mehta,South,SMB,45.09,160.025,2022,1,Jan,2022-01
ORD02941,2022-01-29,C0168,P005,1,0.05,Online,499.18,244.43,254.75,Smartwatch,Electronics,244.43,525.45,Dev Singh,North,Individual,51.03,499.18,2022,1,Jan,2022-01
ORD03256,2022-01-30,C0462,P019,2,0.05,Direct Sales,346.83,257.6,89.23,Tea Pack,Food & Bev,128.8,182.54,Pooja Singh,Central,Individual,25.73,173.415,2022,1,Jan,2022-01
ORD03995,2022-01-30,C0254,P004,2,0.0,Online,152.76,65.3,87.46,Headphones,Electronics,32.65,76.38,Nisha Kumar,West,Enterprise,57.25,76.38,2022,1,Jan,2022-01
ORD01601,2022-01-30,C0168,P007,3,0.1,Retail,1404.86,1003.95,400.91,Standing Desk,Furniture,334.65,520.32,Dev Singh,North,Individual,28.54,468.28666666666663,2022,1,Jan,2022-01
ORD02654,2022-01-30,C0490,P001,1,0.0,Retail,380.94,156.07,224.87,Laptop,Electronics,156.07,380.94,Meera Singh,East,Individual,59.03,380.94,2022,1,Jan,2022-01
ORD01185,2022-01-31,C0435,P020,1,0.05,Retail,480.82,276.85,203.97,Juice,Food & Bev,276.85,506.13,Riya Kumar,West,Individual,42.42,480.82,2022,1,Jan,2022-01
ORD03750,2022-01-31,C0343,P017,4,0.0,Retail,345.04,141.48,203.56,Energy Drink,Food & Bev,35.37,86.26,Riya Sharma,North,SMB,59.0,86.26,2022,1,Jan,2022-01
ORD04083,2022-01-31,C0358,P007,1,0.0,Wholesale,520.32,334.65,185.67,Standing Desk,Furniture,334.65,520.32,Anjali Bose,North,SMB,35.68,520.32,2022,1,Jan,2022-01
ORD02970,2022-02-01,C0041,P016,5,0.0,Online,1857.75,1234.7,623.05,Coffee Beans,Food & Bev,246.94,371.55,Nisha Kumar,East,Individual,33.54,371.55,2022,2,Feb,2022-02
ORD01174,2022-02-01,C0384,P016,1,0.0,Retail,371.55,246.94,124.61,Coffee Beans,Food & Bev,246.94,371.55,Aarav Malhotra,North,Individual,33.54,371.55,2022,2,Feb,2022-02
ORD02860,2022-02-02,C0252,P012,1,0.1,Direct Sales,194.05,123.94,70.11,Sneakers,Clothing,123.94,215.61,Arjun Sharma,North,Individual,36.13,194.05,2022,2,Feb,2022-02
ORD01397,2022-02-02,C0295,P009,5,0.0,Online,1241.3,643.25,598.05,Sofa,Furniture,128.65,248.26,Riya Mehta,West,SMB,48.18,248.26,2022,2,Feb,2022-02
ORD04675,2022-02-02,C0123,P004,1,0.0,Direct Sales,76.38,32.65,43.73,Headphones,Electronics,32.65,76.38,Aarav Singh,North,Individual,57.25,76.38,2022,2,Feb,2022-02
ORD00455,2022-02-02,C0184,P001,1,0.0,Online,380.94,156.07,224.87,Laptop,Electronics,156.07,380.94,Siddharth Iyer,North,Individual,59.03,380.94,2022,2,Feb,2022-02
ORD02717,2022-02-02,C0413,P019,2,0.1,Wholesale,328.57,257.6,70.97,Tea Pack,Food & Bev,128.8,182.54,Aarav Malhotra,Central,Enterprise,21.6,164.285,2022,2,Feb,2022-02
ORD01812,2022-02-02,C0411,P017,1,0.1,Online,77.63,35.37,42.26,Energy Drink,Food & Bev,35.37,86.26,Dev Rao,Central,Individual,54.44,77.63,2022,2,Feb,2022-02
ORD01054,2022-02-02,C0284,P016,1,0.0,Online,371.55,246.94,124.61,Coffee Beans,Food & Bev,246.94,371.55,Ananya Verma,West,Individual,33.54,371.55,2022,2,Feb,2022-02
ORD04402,2022-02-03,C0461,P016,1,0.1,Online,334.4,246.94,87.46,Coffee Beans,Food & Bev,246.94,371.55,Vikram Sharma,East,Enterprise,26.15,334.4,2022,2,Feb,2022-02
ORD02282,2022-02-03,C0289,P014,5,0.15,Online,715.91,439.35,276.56,Jeans,Clothing,87.87,168.45,Meera Patel,Central,Individual,38.63,143.182,2022,2,Feb,2022-02
